index,exec_time_us,loop_time_us,adc_time_us,heater_time_us,temp_get_time_us,e2e_time_us,free_heap,cpu_core0,cpu_core1,cpu_overall,temp_mutex_wait,metrics_mutex_wait
233,,10760,67,,32,,100592,0.83,25.71,13.27,4,4
234,,9241,67,,33,,100592,0.83,25.72,13.28,4,5
235,,9999,67,,31,,100592,0.83,25.69,13.26,4,5
236,,10000,67,,32,,100592,1.25,25.92,13.58,4,4
237,,10000,83,,32,,100592,1.67,25.69,13.68,4,5
238,,10000,73,,32,,100592,0.83,25.70,13.27,4,5
239,,10760,67,,32,,100592,0.83,25.69,13.26,4,5
240,,9241,67,,34,,100592,0.83,25.72,13.28,4,5
241,,9999,67,,31,,100592,1.25,25.91,13.58,4,5
242,,10000,67,,32,,100592,1.67,25.69,13.68,4,4
243,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
244,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
245,,10761,67,,32,,100592,0.83,25.69,13.26,4,5
246,,9240,67,,33,,100592,1.26,25.93,13.60,4,5
247,,9999,67,,31,,100592,1.67,25.72,13.70,4,5
248,,10000,82,,32,,100592,0.83,25.72,13.28,5,4
249,,10000,73,,32,,100592,0.83,25.71,13.27,4,4
250,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
251,,10761,67,,32,,100592,1.25,25.93,13.59,4,5
252,,9240,67,,33,,100592,1.67,25.71,13.69,4,5
253,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
254,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
255,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
256,,10000,67,,32,,100592,1.25,25.91,13.58,4,4
257,,10760,67,,32,,100592,1.67,25.69,13.68,4,4
258,,9241,67,,33,,100592,0.83,25.69,13.26,4,5
259,,9999,91,,31,,100592,0.83,25.70,13.27,5,5
260,,10000,73,,32,,100592,0.83,25.69,13.26,4,5
261,,10000,67,,32,,100592,1.25,25.93,13.59,4,5
262,,10000,67,,32,,100592,1.67,25.70,13.69,4,5
263,,10760,67,,32,,100592,0.83,25.72,13.28,4,5
264,,9241,67,,33,,100592,0.83,25.71,13.27,4,5
265,,9999,67,,31,,100592,0.83,25.69,13.26,4,4
266,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
267,,10000,67,,32,,100592,1.67,25.72,13.70,4,4
268,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
269,,10761,67,,32,,100592,0.83,25.70,13.27,4,5
270,,9240,82,,33,,100592,0.83,25.71,13.27,4,4
271,,9999,73,,31,,100592,1.25,25.92,13.58,4,5
272,,10000,67,,32,,100592,1.67,25.70,13.69,4,5
273,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
274,,10000,67,,32,,100592,0.83,25.69,13.26,4,4
275,,10761,67,,32,,100592,0.83,25.72,13.28,4,5
276,,9240,67,,33,,100592,1.25,25.92,13.58,4,4
277,,9999,67,,31,,100592,1.67,25.71,13.69,4,5
278,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
279,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
280,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
281,,10761,82,,32,,100592,1.25,25.92,13.58,5,4
282,,9240,73,,34,,100592,1.67,25.73,13.70,4,5
283,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
284,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
285,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
286,,10000,67,,32,,100592,1.25,25.92,13.58,4,5
287,,10761,67,,32,,100592,1.67,25.71,13.69,4,5
288,,9240,67,,33,,100592,0.83,25.71,13.27,4,5
289,,9999,67,,31,,100592,0.83,25.69,13.26,4,5
290,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
291,,10000,67,,32,,100592,1.25,25.92,13.58,4,4
292,,10000,82,,32,,100592,1.67,25.71,13.69,4,4
293,,10760,73,,32,,100592,0.83,25.70,13.27,4,4
294,,9241,67,,33,,100592,0.83,25.72,13.28,4,5
295,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
296,,10000,67,,32,,100592,1.25,25.93,13.59,4,5
297,,10000,67,,32,,100592,1.67,25.71,13.69,4,4
298,,10000,67,,32,,100592,0.83,25.69,13.26,4,4
299,,10761,67,,32,,100592,0.83,25.69,13.26,4,5
300,,9240,67,,33,,100592,0.83,25.72,13.28,4,4
301,,9999,67,,31,,100592,1.25,25.92,13.59,4,4
302,,10000,67,,32,,100592,1.67,25.72,13.70,4,5
303,,10000,82,,32,,100592,0.83,25.72,13.28,5,4
304,,10000,73,,32,,100592,0.83,25.72,13.28,4,5
305,,10761,67,,32,,100592,0.83,25.72,13.28,4,4
306,,9240,67,,33,,100592,1.26,25.92,13.59,4,4
307,,9999,67,,31,,100592,1.67,25.70,13.69,4,5
308,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
309,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
310,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
311,,10760,67,,32,,100592,1.25,25.92,13.59,4,5
312,,9241,67,,34,,100592,1.67,25.69,13.68,4,5
313,,9999,67,,31,,100592,0.83,25.69,13.26,4,4
314,,10000,91,,32,,100592,0.83,25.72,13.28,5,5
315,,10000,73,,32,,100592,0.83,25.71,13.27,4,4
316,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
317,,10761,67,,32,,100592,1.67,25.71,13.69,4,5
318,,9240,67,,33,,100592,0.83,25.70,13.27,4,4
319,,9999,67,,31,,100592,0.83,25.72,13.28,4,5
320,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
321,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
322,,10000,67,,32,,100592,1.67,25.71,13.69,4,4
323,,10761,67,,32,,100592,0.83,25.71,13.27,4,5
324,,9240,67,,33,,100592,0.83,25.70,13.27,4,5
325,,9999,82,,31,,100592,0.83,25.72,13.28,5,4
326,,10000,73,,32,,100592,1.25,25.93,13.59,4,5
327,,10000,67,,32,,100592,1.67,25.70,13.69,4,4
328,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
329,,10760,67,,32,,100592,0.83,25.71,13.27,4,5
330,,9241,67,,33,,100592,0.83,25.70,13.27,4,5
331,,9999,67,,31,,100592,1.25,25.93,13.59,4,5
332,,10000,67,,32,,100592,1.67,25.72,13.70,4,5
333,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
334,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
335,,10761,67,,32,,100592,0.83,25.70,13.27,4,5
336,,9240,82,,33,,100592,1.25,25.93,13.59,4,4
337,,9999,73,,31,,100592,1.67,25.72,13.70,4,5
338,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
339,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
340,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
341,,10760,67,,32,,100592,1.25,25.92,13.59,4,5
342,,9241,67,,34,,100592,1.68,25.72,13.70,4,5
343,,9999,67,,31,,100592,0.83,25.70,13.26,4,5
344,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
345,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
346,,10000,67,,32,,100592,1.25,25.96,13.60,4,5
347,,10760,82,,32,,100592,1.67,25.71,13.69,4,4
348,,9241,73,,33,,100592,0.83,25.69,13.26,4,5
349,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
350,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
351,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
352,,10000,67,,32,,100592,1.67,25.69,13.68,4,5
353,,10761,67,,32,,100592,0.83,25.71,13.27,4,5
354,,9240,67,,34,,100592,0.83,25.73,13.28,4,5
355,,9999,67,,31,,100592,0.83,25.71,13.27,4,5
356,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
357,,10000,67,,32,,100592,1.67,25.72,13.70,4,4
358,,10000,82,,32,,100592,0.83,25.70,13.27,5,4
359,,10760,73,,32,,100592,0.83,25.74,13.29,4,5
360,,9241,67,,33,,100592,0.83,25.72,13.28,4,5
361,,9999,67,,31,,100592,1.25,25.93,13.59,4,5
362,,10000,67,,32,,100592,1.67,25.71,13.69,4,5
363,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
364,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
365,,10761,67,,32,,100592,0.83,25.72,13.28,4,4
366,,9240,67,,33,,100592,1.25,25.92,13.58,4,5
367,,9999,67,,31,,100592,1.67,25.71,13.69,4,5
368,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
369,,10000,91,,32,,100592,0.83,25.70,13.27,5,5
370,,10000,73,,32,,100592,0.83,25.71,13.27,4,4
371,,10760,67,,32,,100592,1.25,25.93,13.59,4,4
372,,9241,67,,34,,100592,1.67,25.70,13.69,4,4
373,,9999,67,,31,,100592,0.83,25.71,13.27,4,5
374,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
375,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
376,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
377,,10760,67,,32,,100592,1.67,25.72,13.70,4,4
378,,9241,67,,33,,100592,0.83,25.70,13.27,4,4
379,,9999,67,,31,,100592,0.83,25.71,13.27,4,5
380,,10000,83,,32,,100592,0.83,25.70,13.27,4,4
381,,10000,73,,32,,100592,1.25,25.92,13.58,4,4
382,,10000,67,,32,,100592,1.67,25.71,13.69,4,4
383,,10761,67,,32,,100592,0.83,25.72,13.28,4,5
384,,9240,67,,34,,100592,0.83,25.72,13.28,4,4
385,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
386,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
387,,10000,67,,32,,100592,1.67,25.72,13.70,4,5
388,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
389,,10761,67,,32,,100592,0.83,25.71,13.27,4,4
390,,9240,67,,33,,100592,0.83,25.71,13.27,4,5
391,,9999,82,,31,,100592,1.25,25.93,13.59,5,4
392,,10000,73,,32,,100592,1.67,25.72,13.70,4,5
393,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
394,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
395,,10760,67,,32,,100592,0.83,25.69,13.26,4,4
396,,9241,67,,34,,100592,1.26,25.95,13.60,4,4
397,,9999,67,,31,,100592,1.67,25.72,13.70,4,5
398,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
399,,10000,67,,32,,100592,0.83,25.69,13.26,4,4
400,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
401,,10761,67,,32,,100592,1.25,25.93,13.59,4,5
402,,9240,82,,33,,100592,1.67,25.71,13.69,4,4
403,,9999,73,,31,,100592,0.83,25.72,13.28,4,5
404,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
405,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
406,,10000,67,,32,,100592,1.25,25.93,13.59,4,4
407,,10761,67,,32,,100592,1.67,25.70,13.69,4,4
408,,9240,67,,34,,100592,0.83,25.72,13.28,4,5
409,,9999,67,,31,,100592,0.83,25.72,13.28,4,4
