index, exec_time_us, loop_time_us, adc_time_us, heater_time_us, temp_get_time_us, e2e_time_us, free_heap, cpu_core0, cpu_core1, cpu_overall, temp_mutex_wait, metrics_mutex_wait
  241,             ,        10000,          86,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  242,             ,        10000,          84,               ,               59,            ,     85588,      1.72,     27.91,       14.82,               8,                 20
  243,             ,        10793,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  244,             ,         9208,          84,               ,               73,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  245,             ,         9999,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  246,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  247,             ,        10000,          84,               ,               59,            ,     85588,      1.72,     27.91,       14.81,               8,                 20
  248,             ,        10000,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  249,             ,        10793,          84,               ,               59,            ,     85588,      1.42,     27.76,       14.59,               8,                 20
  250,             ,         9208,          84,               ,               73,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  251,             ,         9999,          97,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               9,                 20
  252,             ,        10000,          86,               ,               59,            ,     85588,      1.72,     27.91,       14.82,               8,                 20
  253,             ,        10000,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  254,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.76,       14.59,               8,                 20
  255,             ,        10793,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  256,             ,         9208,          84,               ,               73,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  257,             ,         9999,          84,               ,               59,            ,     85588,      1.72,     27.91,       14.81,               8,                 20
  258,             ,        10000,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  259,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  260,             ,        10000,         105,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 29
  261,             ,        10793,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  262,             ,         9208,         108,               ,               72,            ,     85588,      1.72,     27.91,       14.82,              11,                 20
  263,             ,         9999,          86,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  264,             ,        10000,          97,               ,               59,            ,    183900,      1.42,     27.77,       14.60,               9,                 28
  265,             ,        10000,          83,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               4,                 20
  266,             ,        10000,          83,               ,               59,            ,     85588,      1.42,     27.76,       14.59,               8,                 20
  267,             ,        10793,         109,               ,               59,            ,     85588,      1.72,     27.91,       14.81,               9,                 21
  268,             ,         9208,          85,               ,               73,            ,     85588,      2.86,     27.76,       15.31,               9,                 20
